"id","Protein","Pathway","Metabolism"
"K19005","Lipoteichoic acid synthase","Glycerolipid metabolism","Lipid metabolism"
"K19064","Lysine 6-dehydrogenase","Tropane, piperidine and pyridine alkaloid biosynthesis","Biosynthesis of other secondary metabolites"
"K19067","Cyclohexane-1-carbonyl-CoA dehydrogenase","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K19073","Divinyl chlorophyllide a 8-vinyl-reductase","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K19102","Nocardicin nonribosomal peptide synthetase NocA","Monobactam biosynthesis","Biosynthesis of other secondary metabolites"
"K19103","Nocardicin nonribosomal peptide synthetase NocB","Monobactam biosynthesis","Biosynthesis of other secondary metabolites"
"K19104","Isonocardicin synthase","Monobactam biosynthesis","Biosynthesis of other secondary metabolites"
"K19105","Nocardicin-A epimerase","Monobactam biosynthesis","Biosynthesis of other secondary metabolites"
"K19106","Nocardicin N-oxygenase","Monobactam biosynthesis","Biosynthesis of other secondary metabolites"
"K19185","6-hydroxypseudooxynicotine dehydrogenase subunit alpha","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19186","6-hydroxypseudooxynicotine dehydrogenase subunit beta","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19187","6-hydroxypseudooxynicotine dehydrogenase subunit gamma","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19188","2,6-dihydroxypseudooxynicotine hydrolase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19200","Isopenicillin-N N-acyltransferase like protein","Penicillin and cephalosporin biosynthesis","Biosynthesis of other secondary metabolites"
"K19221","Cob(I)alamin adenosyltransferase","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K19222","1,4-dihydroxy-2-naphthoyl-CoA hydrolase","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins"
"K19243","NAD+ dependent glucose-6-phosphate dehydrogenase","Pentose phosphate pathway","Carbohydrate metabolism"
"K19244","Alanine dehydrogenase","Alanine, aspartate and glutamate metabolism","Amino acid metabolism"
"K19246","Arachidonate 15-lipoxygenase","Arachidonic acid metabolism","Lipid metabolism"
"K19266","Lactaldehyde dehydrogenase","Pyruvate metabolism","Carbohydrate metabolism"
"K19267","NAD(P)H dehydrogenase (quinone)","Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins"
"K19268","Methylaspartate mutase epsilon subunit","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K19280","Succinyl-CoA:mesaconate CoA transferase","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K19281","Beta-methylmalyl-CoA/(S)-malyl-CoA lyase","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K19282","Bifunctional (S)-malyl-CoA lyase/thioesterase","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K19285","FMN reductase (NADPH)","Riboflavin metabolism","Metabolism of cofactors and vitamins"
"K19286","FMN reductase [NAD(P)H]","Riboflavin metabolism","Metabolism of cofactors and vitamins"
"K19290","Mannuronan synthase","Fructose and mannose metabolism","Carbohydrate metabolism"
"K19291","Mannuronan synthase","Fructose and mannose metabolism","Carbohydrate metabolism"
"K19312","Acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit","Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism"
"K19355","Mannan endo-1,4-beta-mannosidase","Fructose and mannose metabolism","Carbohydrate metabolism"
"K19412","Glutamate---[amino group carrier protein] ligase","Arginine biosynthesis","Amino acid metabolism"
"K19515","Benzoyl-CoA reductase subunit BamB","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K19516","Benzoyl-CoA reductase subunit BamC","Benzoate degradation","Xenobiotics biodegradation and metabolism"
"K19517","1D-myo-inositol 3-kinase","Inositol phosphate metabolism","Carbohydrate metabolism"
"K19546","Prephenate decarboxylase","Biosynthesis of various secondary metabolites - part 2","Biosynthesis of other secondary metabolites"
"K19547","3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase","Biosynthesis of various secondary metabolites - part 2","Biosynthesis of other secondary metabolites"
"K19548","Dihydroanticapsin dehydrogenase","Biosynthesis of various secondary metabolites - part 2","Biosynthesis of other secondary metabolites"
"K19549","Bacilysin biosynthesis transaminase BacF","Biosynthesis of various secondary metabolites - part 2","Biosynthesis of other secondary metabolites"
"K19550","Bacilysin biosynthesis oxidoreductase BacG","Biosynthesis of various secondary metabolites - part 2","Biosynthesis of other secondary metabolites"
"K19551","Pectate lyase C","Pentose and glucuronate interconversions","Carbohydrate metabolism"
"K19560","Pimeloyl-[acyl-carrier protein] methyl ester esterase","Biotin metabolism","Metabolism of cofactors and vitamins"
"K19561","Pimeloyl-[acyl-carrier protein] methyl ester esterase","Biotin metabolism","Metabolism of cofactors and vitamins"
"K19563","Lysine---8-amino-7-oxononanoate aminotransferase","Biotin metabolism","Metabolism of cofactors and vitamins"
"K19569","8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase","Biosynthesis of type II polyketide products","Metabolism of terpenoids and polyketides"
"K19588","2,5-dioxopentanoate dehydrogenase","Pentose and glucuronate interconversions","Carbohydrate metabolism"
"K19632","CDP-abequose synthase","Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism"
"K19633","Sorbose reductase","Fructose and mannose metabolism","Carbohydrate metabolism"
"K19643","Dihydrofolate reductase (trimethoprim resistance protein)","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K19644","Dihydrofolate reductase (trimethoprim resistance protein)","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K19645","Dihydrofolate reductase (trimethoprim resistance protein)","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K19660","L-arabinose 1-dehydrogenase [NAD(P)+]","Ascorbate and aldarate metabolism","Carbohydrate metabolism"
"K19668","Cellulose 1,4-beta-cellobiosidase","Starch and sucrose metabolism","Carbohydrate metabolism"
"K19669","Phosphonopyruvate hydrolase","Phosphonate and phosphinate metabolism","Metabolism of other amino acids"
"K19670","Phosphonoacetate hydrolase","Phosphonate and phosphinate metabolism","Metabolism of other amino acids"
"K19696","5'-methylthioinosine phosphorylase","Cysteine and methionine metabolism","Amino acid metabolism"
"K19697","Propionate kinase","Propanoate metabolism","Carbohydrate metabolism"
"K19700","3-succinoylsemialdehyde-pyridine dehydrogenase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19709","Acetate CoA-transferase","Propanoate metabolism","Carbohydrate metabolism"
"K19712","Adenosylcobinamide-phosphate guanylyltransferase","Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins"
"K19743","1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H]","Lysine degradation","Amino acid metabolism"
"K19744","L-arginine dehydrogenase","D-Arginine and D-ornithine metabolism","Metabolism of other amino acids"
"K19745","Acrylyl-CoA reductase (NADPH)","Propanoate metabolism","Carbohydrate metabolism"
"K19746","D-arginine dehydrogenase","D-Arginine and D-ornithine metabolism","Metabolism of other amino acids"
"K19787","Carnosine N-methyltransferase","Histidine metabolism","Amino acid metabolism"
"K19793","(5-formylfuran-3-yl)methyl phosphate transaminase","Methane metabolism","Energy metabolism"
"K19794","Barbiturase","Pyrimidine metabolism","Nucleotide metabolism"
"K19795","Ureidomalonase","Pyrimidine metabolism","Nucleotide metabolism"
"K19813","Glucose dehydrogenase","Pentose phosphate pathway","Carbohydrate metabolism"
"K19818","Nicotine dehydrogenase subunit A","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19819","Nicotine dehydrogenase subunit B","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19820","Nicotine dehydrogenase subunit C","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19826","(S)-6-hydroxynicotine oxidase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K19837","1-carboxybiuret hydrolase","Atrazine degradation","Xenobiotics biodegradation and metabolism"
"K19853","TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase","Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides"
"K19854","DTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase","Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides"
"K19855","DTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase","Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides"
"K19856","3-O-methyltransferase","Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides"
"K19857","DTDP-4-keto-6-deoxy-L-hexose 4-reductase","Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides"
"K19872","Fukutin","Mannose type O-glycan biosynthesis","Glycan biosynthesis and metabolism"
"K19873","Fukutin-related protein","Mannose type O-glycan biosynthesis","Glycan biosynthesis and metabolism"
"K19956","L-sorbose 1-phosphate reductase","Fructose and mannose metabolism","Carbohydrate metabolism"
"K19962","6-oxohexanoate dehydrogenase","Caprolactam degradation","Xenobiotics biodegradation and metabolism"
"K19965","Dihydroneopterin triphosphate pyrophosphohydrolase","Folate biosynthesis","Metabolism of cofactors and vitamins"
"K19969","2-epi-5-epi-valiolone synthase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K19974","2-epi-5-epi-valiolone 7-phosphate 2-epimerase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K19979","2-epi-5-epi-valiolone 7-kinase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K19981","Monodechloroaminopyrrolnitrin synthase","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K19982","Aminopyrrolnitrin oxygenase","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20021","L-cysteine desulfidase","Cysteine and methionine metabolism","Amino acid metabolism"
"K20023","L-talarate/galactarate dehydratase","Ascorbate and aldarate metabolism","Carbohydrate metabolism"
"K20034","3-(methylthio)propionyl---CoA ligase","Sulfur metabolism","Energy metabolism"
"K20035","3-(methylthio)propanoyl-CoA dehydrogenase","Sulfur metabolism","Energy metabolism"
"K20036","(methylthio)acryloyl-CoA hydratase","Sulfur metabolism","Energy metabolism"
"K20075","Tryptophan oxidase StaO","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20076","Chromopyrrolic acid synthase","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20077","Flavin-dependent monooxygenase StaC","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20078","Cytochrome P450 StaP","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20079","N-glycosyltransferase StaG","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20080","Cytochrome P450 StaN","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20081","N-methyltransferase StaMA","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20082","O-methyltransferase StaMB","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20086","Tryptophan oxidase VioA","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20087","Violacein biosynthesis protein VioB","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20088","Violacein biosynthesis protein VioE","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20089","Protodeoxyviolaceinate monooxygenase","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20090","Violacein synthase","Staurosporine biosynthesis","Biosynthesis of other secondary metabolites"
"K20116","NA","NA","NA"
"K20117","NA","NA","NA"
"K20118","Glucose PTS system EIICBA or EIICB component","Glycolysis / Gluconeogenesis","Carbohydrate metabolism"
"K20146","Nitrilotriacetate monooxygenase reductase component","Riboflavin metabolism","Metabolism of cofactors and vitamins"
"K20155","4-methylaminobutanoate oxidase (methylamine-forming)","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20156","2-amino-4-deoxychorismate dehydrogenase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20158","Pseudooxynicotine oxidase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20159","2-amino-4-deoxychorismate synthase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20169","Nicotine oxidoreductase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20170","Nicotine oxidoreductase","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20171","3-succinoylpyridine monooxygenase subunit A","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20172","3-succinoylpyridine monooxygenase subunit C","Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins"
"K20204","Grixazone synthase / o-aminophenol oxidase","Tryptophan metabolism","Amino acid metabolism"
"K20219","O-aminophenol oxidase","Tryptophan metabolism","Amino acid metabolism"
"K20248","Acyl homoserine lactone synthase","Cysteine and methionine metabolism","Amino acid metabolism"
"K20249","Acyl homoserine lactone synthase","Cysteine and methionine metabolism","Amino acid metabolism"
"K20250","Acyl homoserine lactone synthase","Cysteine and methionine metabolism","Amino acid metabolism"
"K20260","Phenazine biosynthesis protein","Phenazine biosynthesis","Biosynthesis of other secondary metabolites"
"K20261","Trans-2,3-dihydro-3-hydroxyanthranilic acid synthase","Phenazine biosynthesis","Biosynthesis of other secondary metabolites"
"K20262","Dihydrophenazinedicarboxylate synthase","Phenazine biosynthesis","Biosynthesis of other secondary metabolites"
"K20370","Phosphoenolpyruvate carboxykinase (diphosphate)","Pyruvate metabolism","Carbohydrate metabolism"
"K20420","2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20421","2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20422","Neocarzinostatin naphthoate synthase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20423","2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase","Biosynthesis of enediyne antibiotics","Metabolism of terpenoids and polyketides"
"K20424","2-epi-valiolone-7-phosphate 1-reductase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K20425","Cyclitol oxidoreductase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K20426","1-epi-valienol-7-phosphate kinase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
"K20427","Valienol-1-phosphate guanylyltransferase","Acarbose and validamycin biosynthesis","Biosynthesis of other secondary metabolites"
